parent_path,child_path,child_pk,depth,family,subfamily,subsubfamily
2,"2,321",421,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3211",422,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32111",423,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,321111",424,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,321112",425,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32112",426,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32113",427,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32114",428,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3212",429,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3213",430,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322",431,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3221",432,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32211",433,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322111",434,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3221111",435,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3221113",436,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322112",437,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322113",438,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322114",439,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3221141",440,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32212",441,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322121",442,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3221211",443,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322122",444,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322123",445,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3221231",446,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322124",447,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322125",448,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3221251",449,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322126",450,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,322127",451,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3222",452,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3223",453,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3224",454,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3225",455,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323",456,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3231",457,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32311",458,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323111",459,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323112",460,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32312",461,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323121",462,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323122",463,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323123",464,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32313",465,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32314",466,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323141",467,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3231411",468,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323142",469,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323143",470,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32315",471,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3232",472,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32321",473,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32322",474,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323221",475,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323222",476,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323223",477,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323224",478,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32323",479,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323231",480,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323232",481,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3232321",482,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3232322",483,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323233",484,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3233",485,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32331",486,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323311",487,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,323312",488,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32332",489,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32333",490,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32334",491,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3234",492,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32341",493,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32342",494,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3235",495,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3236",496,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,324",497,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3241",498,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32411",499,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,324111",500,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32412",501,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32413",502,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32414",503,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32415",504,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,3242",505,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32421",506,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,324211",507,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32422",508,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32423",509,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,32424",510,2,Influence,Manipulation mentale,Jeu de pouvoir
2,"2,33",511,2,Influence,Manipulation mentale,Influence non verbale
2,"2,331",512,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3311",513,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3312",514,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33121",515,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33122",516,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33123",517,2,Influence,Manipulation mentale,Influence non verbale
2,"2,332",518,2,Influence,Manipulation mentale,Influence non verbale
2,"2,333",519,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3331",520,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334",1406,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3341",521,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33411",522,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3342",523,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33421",524,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334211",525,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3342111",526,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3342112",527,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3342113",528,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334212",529,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334213",530,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334214",531,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334215",532,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334216",533,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334217",534,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33422",535,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334221",536,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334222",537,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334223",538,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334224",539,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334225",540,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334226",541,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334227",542,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33423",543,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334231",544,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334232",545,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334233",546,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334234",547,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334235",548,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334236",549,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334237",550,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334238",551,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334239",552,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33424",553,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334241",554,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334242",555,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334243",556,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334244",557,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334245",558,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334246",559,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334247",560,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334248",561,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33425",562,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334251",563,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3342511",564,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334252",565,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334253",566,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334254",567,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334255",568,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334256",569,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334257",570,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33426",571,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334261",572,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334262",573,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334263",574,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334264",575,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334265",576,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334266",577,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334267",578,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334268",579,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33427",580,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334271",581,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334272",582,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334273",583,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334274",584,2,Influence,Manipulation mentale,Influence non verbale
2,"2,334275",585,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3343",586,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3344",587,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33441",588,2,Influence,Manipulation mentale,Influence non verbale
2,"2,33442",589,2,Influence,Manipulation mentale,Influence non verbale
2,"2,335",590,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3351",591,2,Influence,Manipulation mentale,Influence non verbale
2,"2,3352",592,2,Influence,Manipulation mentale,Influence non verbale
2,"2,336",593,2,Influence,Manipulation mentale,Influence non verbale
,3,594,1,Erreur mathématique,,
3,"3,1",595,2,Erreur mathématique,Généralisation abusive,
3,"3,11",596,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,111",597,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,1111",598,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,11111",599,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,11112",600,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,1112",601,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,112",602,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,1121",603,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,1122",604,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,11221",605,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,1123",606,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,11231",607,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,113",608,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,1131",609,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,11311",610,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,1132",611,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,1133",612,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,1134",613,2,Erreur mathématique,Généralisation abusive,Échantillon biaisé
3,"3,12",614,2,Erreur mathématique,Généralisation abusive,Sophisme de l'accident
3,"3,121",615,2,Erreur mathématique,Généralisation abusive,Sophisme de l'accident
3,"3,1211",616,2,Erreur mathématique,Généralisation abusive,Sophisme de l'accident
3,"3,122",617,2,Erreur mathématique,Généralisation abusive,Sophisme de l'accident
3,"3,123",618,2,Erreur mathématique,Généralisation abusive,Sophisme de l'accident
3,"3,1231",619,2,Erreur mathématique,Généralisation abusive,Sophisme de l'accident
3,"3,124",620,2,Erreur mathématique,Généralisation abusive,Sophisme de l'accident
3,"3,13",621,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,131",622,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,1311",623,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,1312",624,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,132",625,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,1321",626,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,13211",627,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,13212",628,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,13213",629,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,13214",630,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,1322",631,2,Erreur mathématique,Généralisation abusive,Transfert illicite
3,"3,2",632,2,Erreur mathématique,Mauvaise interprétation,
3,"3,21",633,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,211",634,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,212",635,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,213",636,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,214",637,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,2141",638,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,2142",639,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,2143",640,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,2144",641,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,215",642,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,2151",643,2,Erreur mathématique,Mauvaise interprétation,Relation infondée
3,"3,22",644,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,221",645,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,2211",646,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,222",647,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,2221",648,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,2222",649,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,2223",650,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,2224",651,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,223",652,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,2231",653,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,2232",654,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,2233",655,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,2234",656,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,224",657,2,Erreur mathématique,Mauvaise interprétation,Probabilités faussées
3,"3,23",658,2,Erreur mathématique,Mauvaise interprétation,Infini trompeur
3,"3,231",659,2,Erreur mathématique,Mauvaise interprétation,Infini trompeur
3,"3,2311",660,2,Erreur mathématique,Mauvaise interprétation,Infini trompeur
3,"3,232",661,2,Erreur mathématique,Mauvaise interprétation,Infini trompeur
3,"3,2321",662,2,Erreur mathématique,Mauvaise interprétation,Infini trompeur
3,"3,23211",663,2,Erreur mathématique,Mauvaise interprétation,Infini trompeur
3,"3,2322",664,2,Erreur mathématique,Mauvaise interprétation,Infini trompeur
3,"3,23221",665,2,Erreur mathématique,Mauvaise interprétation,Infini trompeur
3,"3,3",666,2,Erreur mathématique,Résultat invalide,
3,"3,31",667,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,311",668,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,3111",669,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,312",670,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,3121",671,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,31211",672,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,3122",673,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,31221",674,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,3124",675,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,313",676,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,3131",677,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,3132",678,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,3133",679,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,3134",680,2,Erreur mathématique,Résultat invalide,Imprécision
3,"3,32",681,2,Erreur mathématique,Résultat invalide,Erreur de calcul
3,"3,321",682,2,Erreur mathématique,Résultat invalide,Erreur de calcul
3,"3,322",683,2,Erreur mathématique,Résultat invalide,Erreur de calcul
3,"3,3221",684,2,Erreur mathématique,Résultat invalide,Erreur de calcul
3,"3,3222",685,2,Erreur mathématique,Résultat invalide,Erreur de calcul
3,"3,3223",686,2,Erreur mathématique,Résultat invalide,Erreur de calcul
3,"3,3224",687,2,Erreur mathématique,Résultat invalide,Erreur de calcul
3,"3,3225",688,2,Erreur mathématique,Résultat invalide,Erreur de calcul
3,"3,323",689,2,Erreur mathématique,Résultat invalide,Erreur de calcul
3,"3,33",690,2,Erreur mathématique,Résultat invalide,Opération inappropriée
3,"3,331",691,2,Erreur mathématique,Résultat invalide,Opération inappropriée
3,"3,3311",692,2,Erreur mathématique,Résultat invalide,Opération inappropriée
3,"3,3312",693,2,Erreur mathématique,Résultat invalide,Opération inappropriée
3,"3,332",694,2,Erreur mathématique,Résultat invalide,Opération inappropriée
3,"3,333",695,2,Erreur mathématique,Résultat invalide,Opération inappropriée
,4,696,1,Erreur de raisonnement,,
4,"4,1",697,2,Erreur de raisonnement,Causalité douteuse,
4,"4,11",698,2,Erreur de raisonnement,Causalité douteuse,Pétition de principe
4,"4,111",699,2,Erreur de raisonnement,Causalité douteuse,Pétition de principe
4,"4,1111",700,2,Erreur de raisonnement,Causalité douteuse,Pétition de principe
4,"4,112",701,2,Erreur de raisonnement,Causalité douteuse,Pétition de principe
4,"4,113",702,2,Erreur de raisonnement,Causalité douteuse,Pétition de principe
4,"4,114",703,2,Erreur de raisonnement,Causalité douteuse,Pétition de principe
4,"4,115",704,2,Erreur de raisonnement,Causalité douteuse,Pétition de principe
4,"4,116",705,2,Erreur de raisonnement,Causalité douteuse,Pétition de principe
4,"4,117",706,2,Erreur de raisonnement,Causalité douteuse,Pétition de principe
4,"4,12",707,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,121",708,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,1211",709,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,122",710,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,1221",711,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,124",712,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,125",713,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,1251",714,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,1252",715,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,12521",716,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,126",717,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,127",718,2,Erreur de raisonnement,Causalité douteuse,Inversion de causalité
4,"4,13",719,2,Erreur de raisonnement,Causalité douteuse,Effet cigogne
4,"4,131",720,2,Erreur de raisonnement,Causalité douteuse,Effet cigogne
4,"4,1311",721,2,Erreur de raisonnement,Causalité douteuse,Effet cigogne
4,"4,13111",722,2,Erreur de raisonnement,Causalité douteuse,Effet cigogne
4,"4,13112",723,2,Erreur de raisonnement,Causalité douteuse,Effet cigogne
4,"4,132",724,2,Erreur de raisonnement,Causalité douteuse,Effet cigogne
4,"4,134",725,2,Erreur de raisonnement,Causalité douteuse,Effet cigogne
4,"4,2",726,2,Erreur de raisonnement,Mauvaise composition,
4,"4,21",727,2,Erreur de raisonnement,Mauvaise composition,Erreur de logique propositionnelle
4,"4,211",728,2,Erreur de raisonnement,Mauvaise composition,Erreur de logique propositionnelle
4,"4,2111",729,2,Erreur de raisonnement,Mauvaise composition,Erreur de logique propositionnelle
4,"4,212",730,2,Erreur de raisonnement,Mauvaise composition,Erreur de logique propositionnelle
4,"4,2121",731,2,Erreur de raisonnement,Mauvaise composition,Erreur de logique propositionnelle
4,"4,213",732,2,Erreur de raisonnement,Mauvaise composition,Erreur de logique propositionnelle
4,"4,2131",733,2,Erreur de raisonnement,Mauvaise composition,Erreur de logique propositionnelle
4,"4,2132",734,2,Erreur de raisonnement,Mauvaise composition,Erreur de logique propositionnelle
4,"4,22",735,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,221",736,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2211",737,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2213",738,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2214",739,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,222",740,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2221",741,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2222",742,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,22221",743,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2223",744,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2224",745,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2225",746,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2226",747,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,2227",748,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,223",749,2,Erreur de raisonnement,Mauvaise composition,Erreur de quantification
4,"4,23",750,2,Erreur de raisonnement,Mauvaise composition,Erreur de modalité
4,"4,231",751,2,Erreur de raisonnement,Mauvaise composition,Erreur de modalité
4,"4,2311",752,2,Erreur de raisonnement,Mauvaise composition,Erreur de modalité
4,"4,232",753,2,Erreur de raisonnement,Mauvaise composition,Erreur de modalité
4,"4,233",754,2,Erreur de raisonnement,Mauvaise composition,Erreur de modalité
4,"4,234",755,2,Erreur de raisonnement,Mauvaise composition,Erreur de modalité
4,"4,2341",756,2,Erreur de raisonnement,Mauvaise composition,Erreur de modalité
4,"4,235",757,2,Erreur de raisonnement,Mauvaise composition,Erreur de modalité
4,"4,3",758,2,Erreur de raisonnement,Mauvaise déduction,
4,"4,31",759,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,311",760,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,3111",761,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,3112",762,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,31121",763,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,311211",764,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,3113",765,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,3114",766,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,31141",767,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,312",768,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,3121",769,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,313",770,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,314",771,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,3141",772,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,315",773,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,316",774,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,317",775,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,318",776,2,Erreur de raisonnement,Mauvaise déduction,Conclusion hâtive
4,"4,32",777,2,Erreur de raisonnement,Mauvaise déduction,Inconsistance
4,"4,321",778,2,Erreur de raisonnement,Mauvaise déduction,Inconsistance
4,"4,3211",779,2,Erreur de raisonnement,Mauvaise déduction,Inconsistance
4,"4,322",780,2,Erreur de raisonnement,Mauvaise déduction,Inconsistance
4,"4,3221",781,2,Erreur de raisonnement,Mauvaise déduction,Inconsistance
4,"4,3222",782,2,Erreur de raisonnement,Mauvaise déduction,Inconsistance
4,"4,323",783,2,Erreur de raisonnement,Mauvaise déduction,Inconsistance
4,"4,33",784,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,331",785,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,3311",786,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,33111",787,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,3312",788,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,33121",789,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,33122",790,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,332",791,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,3321",792,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,3322",793,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
4,"4,3323",794,2,Erreur de raisonnement,Mauvaise déduction,Syllogisme invalide
